Event_ID, Timestamp          , Vehicle_Type, Speed_kmh, Latitude , Longitude, Event_Type         , Severity
     175, 2024-02-01 08:00:00, Car         ,        71, 51.131335, 71.434292, Normal             , Low
     176, 2024-02-01 08:00:00, Car         ,        60, 51.128734, 71.433287, Normal             , Low
     177, 2024-02-01 08:00:00, Motorcycle  ,        56, 51.12923 , 71.435281, Normal             , Low
     178, 2024-02-01 08:00:00, Bus         ,        80, 51.131312, 71.434202, Normal             , Low
     179, 2024-02-01 08:00:00, Motorcycle  ,        82, 51.128672, 71.432204, Normal             , Low
     180, 2024-02-01 08:00:00, Bus         ,        79, 51.131366, 71.431597, Normal             , Low
     181, 2024-02-01 08:00:00, Bus         ,        65, 51.12986 , 71.432769, Normal             , Low
     182, 2024-02-01 08:00:00, Truck       ,        69, 51.131173, 71.432002, Normal             , Low
     183, 2024-02-01 08:00:00, Truck       ,        56, 51.13055 , 71.431754, Normal             , Low
     184, 2024-02-01 08:00:00, Bus         ,        57, 51.129061, 71.434208, Normal             , Low
     185, 2024-02-01 08:00:00, Bus         ,        62, 51.129852, 71.435391, Normal             , Low
     186, 2024-02-01 08:00:00, Bus         ,        75, 51.131233, 71.432439, Normal             , Low
     187, 2024-02-01 08:00:00, Car         ,        27, 51.129265, 71.431859, Congestion         , Medium
     188, 2024-02-01 08:00:00, Car         ,        57, 51.129525, 71.434466, Normal             , Low
     189, 2024-02-01 08:00:00, Bus         ,        72, 51.128818, 71.431804, Normal             , Low
     190, 2024-02-01 08:00:00, Car         ,        68, 51.129347, 71.431915, Normal             , Low
     191, 2024-02-01 08:00:00, Motorcycle  ,        25, 51.128795, 71.434833, Congestion         , Medium
     192, 2024-02-01 08:00:00, Car         ,        52, 51.131129, 71.434168, Normal             , Low
     193, 2024-02-01 08:00:00, Bus         ,        74, 51.129191, 71.431423, Normal             , Low
     194, 2024-02-01 08:00:00, Truck       ,        75, 51.129965, 71.433606, Normal             , Low
     195, 2024-02-01 08:00:00, Motorcycle  ,        83, 51.129016, 71.432703, Normal             , Low
     196, 2024-02-01 08:00:00, Motorcycle  ,        56, 51.129798, 71.432707, Normal             , Low
     197, 2024-02-01 08:00:00, Bus         ,        70, 51.129143, 71.433837, Normal             , Low
     198, 2024-02-01 08:00:00, Car         ,        54, 51.130973, 71.431141, Normal             , Low
     199, 2024-02-01 08:00:00, Car         ,        62, 51.129621, 71.4311  , Normal             , Low
     200, 2024-02-01 08:00:00, Bus         ,        79, 51.13089 , 71.43536 , Normal             , Low
     201, 2024-02-01 08:00:00, Motorcycle  ,        68, 51.131281, 71.431601, Normal             , Low
     202, 2024-02-01 08:00:00, Bus         ,        56, 51.129283, 71.432647, Normal             , Low
     203, 2024-02-01 08:00:00, Truck       ,        72, 51.129726, 71.435229, Normal             , Low
     204, 2024-02-01 08:00:00, Car         ,        43, 51.129983, 71.432584, Sudden Deceleration, Medium
     205, 2024-02-01 08:00:00, Bus         ,        79, 51.130934, 71.4349  , Normal             , Low
     206, 2024-02-01 08:00:00, Car         ,        30, 51.130949, 71.43263 , Congestion         , Medium
     207, 2024-02-01 08:00:00, Motorcycle  ,        62, 51.130227, 71.433414, Normal             , Low
     208, 2024-02-01 08:00:00, Bus         ,        68, 51.130825, 71.433572, Normal             , Low
     209, 2024-02-01 08:00:00, Bus         ,        80, 51.129362, 71.43162 , Normal             , Low
     210, 2024-02-01 08:00:00, Truck       ,        75, 51.13071 , 71.434644, Normal             , Low
     211, 2024-02-01 08:00:00, Truck       ,        68, 51.130526, 71.431003, Normal             , Low
     212, 2024-02-01 08:00:00, Bus         ,        76, 51.129546, 71.434836, Normal             , Low
     213, 2024-02-01 08:00:00, Car         ,        81, 51.131568, 71.43401 , Normal             , Low
     214, 2024-02-01 08:00:00, Bus         ,        66, 51.12938 , 71.434922, Normal             , Low
     215, 2024-02-01 08:00:00, Truck       ,        58, 51.130733, 71.430711, Normal             , Low
     216, 2024-02-01 08:00:00, Truck       ,        80, 51.129321, 71.434231, Normal             , Low
     217, 2024-02-01 08:00:00, Bus         ,        74, 51.130522, 71.4311  , Normal             , Low
     218, 2024-02-01 08:00:00, Bus         ,        71, 51.131317, 71.435486, Normal             , Low
     219, 2024-02-01 08:00:00, Car         ,        66, 51.129398, 71.433457, Normal             , Low
     220, 2024-02-01 08:00:00, Motorcycle  ,        79, 51.130877, 71.435482, Normal             , Low
     221, 2024-02-01 08:00:00, Motorcycle  ,        80, 51.129596, 71.430891, Normal             , Low
     222, 2024-02-01 08:00:00, Bus         ,        62, 51.12912 , 71.435051, Normal             , Low
     223, 2024-02-01 08:00:00, Car         ,        70, 51.129433, 71.431842, Normal             , Low
     224, 2024-02-01 08:00:00, Motorcycle  ,        60, 51.131388, 71.434882, Normal             , Low
     225, 2024-02-01 08:00:00, Motorcycle  ,        22, 51.131202, 71.431899, Congestion         , Medium
     226, 2024-02-01 08:00:00, Car         ,        62, 51.131052, 71.431423, Normal             , Low
     227, 2024-02-01 08:00:00, Car         ,        66, 51.130494, 71.431406, Normal             , Low
     228, 2024-02-01 08:00:00, Truck       ,        82, 51.12926 , 71.433507, Normal             , Low
     229, 2024-02-01 08:00:00, Bus         ,        77, 51.130463, 71.434819, Normal             , Low
     230, 2024-02-01 08:00:00, Car         ,        66, 51.13167 , 71.433987, Normal             , Low
     231, 2024-02-01 08:00:00, Bus         ,        58, 51.130547, 71.434435, Normal             , Low
     232, 2024-02-01 08:00:00, Car         ,        77, 51.128759, 71.433035, Normal             , Low
     233, 2024-02-01 08:00:00, Car         ,        60, 51.131104, 71.433428, Normal             , Low
     234, 2024-02-01 08:00:00, Bus         ,        58, 51.1301  , 71.432425, Normal             , Low
     235, 2024-02-01 08:00:00, Bus         ,        27, 51.131353, 71.435092, Congestion         , Medium
     236, 2024-02-01 08:00:00, Motorcycle  ,        70, 51.128606, 71.431594, Normal             , Low
     237, 2024-02-01 08:00:00, Truck       ,        52, 51.130223, 71.432911, Normal             , Low
     238, 2024-02-01 08:00:00, Motorcycle  ,        85, 51.131057, 71.431599, Normal             , Low
     239, 2024-02-01 08:00:00, Truck       ,        82, 51.128668, 71.431351, Normal             , Low
     240, 2024-02-01 08:00:00, Truck       ,        68, 51.130603, 71.43231 , Normal             , Low
     241, 2024-02-01 08:00:00, Motorcycle  ,        58, 51.128827, 71.431499, Normal             , Low
     242, 2024-02-01 08:00:00, Motorcycle  ,        64, 51.131613, 71.4332  , Normal             , Low
     243, 2024-02-01 08:00:00, Bus         ,        60, 51.129739, 71.430894, Normal             , Low
     244, 2024-02-01 08:00:00, Bus         ,        59, 51.129059, 71.432879, Normal             , Low
     245, 2024-02-01 08:00:00, Car         ,         4, 51.128953, 71.432573, Accident           , High
     246, 2024-02-01 08:00:00, Motorcycle  ,        54, 51.129993, 71.431227, Normal             , Low
     247, 2024-02-01 08:00:00, Motorcycle  ,        17, 51.13108 , 71.430508, Congestion         , Medium
     248, 2024-02-01 08:00:00, Bus         ,        73, 51.129568, 71.432889, Normal             , Low
     249, 2024-02-01 08:00:00, Truck       ,        57, 51.129574, 71.431066, Normal             , Low
     250, 2024-02-01 08:00:00, Bus         ,        70, 51.128894, 71.431099, Normal             , Low
     251, 2024-02-01 08:00:00, Bus         ,        83, 51.131257, 71.431399, Normal             , Low
     252, 2024-02-01 08:00:00, Bus         ,        62, 51.128865, 71.431057, Normal             , Low
     253, 2024-02-01 08:00:00, Bus         ,        73, 51.129323, 71.434573, Normal             , Low
     254, 2024-02-01 08:00:00, Bus         ,        62, 51.131557, 71.433072, Normal             , Low
     255, 2024-02-01 08:00:00, Motorcycle  ,        61, 51.128849, 71.434519, Normal             , Low
     256, 2024-02-01 08:00:00, Car         ,        72, 51.129355, 71.430891, Normal             , Low
     257, 2024-02-01 08:00:00, Truck       ,        62, 51.129162, 71.430874, Normal             , Low
     258, 2024-02-01 08:00:00, Bus         ,        64, 51.131122, 71.433882, Normal             , Low
     259, 2024-02-01 08:00:00, Truck       ,        69, 51.129916, 71.435211, Normal             , Low
     260, 2024-02-01 08:00:00, Bus         ,        77, 51.13157 , 71.434714, Normal             , Low
     261, 2024-02-01 08:00:00, Bus         ,        66, 51.130353, 71.434435, Normal             , Low
     262, 2024-02-01 08:00:00, Truck       ,        67, 51.130519, 71.433182, Normal             , Low
     263, 2024-02-01 08:00:00, Motorcycle  ,        57, 51.130118, 71.432276, Normal             , Low
     264, 2024-02-01 08:00:00, Motorcycle  ,        53, 51.130422, 71.430733, Normal             , Low
     265, 2024-02-01 08:00:00, Truck       ,        55, 51.131334, 71.430953, Normal             , Low
     266, 2024-02-01 08:00:00, Motorcycle  ,        60, 51.129543, 71.433366, Normal             , Low
     267, 2024-02-01 08:00:00, Motorcycle  ,        67, 51.131201, 71.434607, Normal             , Low
     268, 2024-02-01 08:00:00, Bus         ,        72, 51.129875, 71.431066, Normal             , Low
     269, 2024-02-01 08:00:00, Bus         ,        65, 51.131074, 71.433339, Normal             , Low
     270, 2024-02-01 08:00:00, Motorcycle  ,        82, 51.129354, 71.431774, Normal             , Low
     271, 2024-02-01 08:00:00, Motorcycle  ,        67, 51.129378, 71.431052, Normal             , Low
     272, 2024-02-01 08:00:00, Car         ,        60, 51.131596, 71.4311  , Normal             , Low
     273, 2024-02-01 08:00:00, Bus         ,        67, 51.129473, 71.430549, Normal             , Low
     274, 2024-02-01 08:00:00, Car         ,        58, 51.130267, 71.431714, Normal             , Low
     275, 2024-02-01 08:00:00, Truck       ,        75, 51.13064 , 71.435252, Normal             , Low
     276, 2024-02-01 08:00:00, Car         ,        68, 51.128685, 71.434571, Normal             , Low
     277, 2024-02-01 08:00:00, Car         ,        67, 51.130866, 71.43457 , Normal             , Low
     278, 2024-02-01 08:00:00, Car         ,        52, 51.131106, 71.432719, Normal             , Low
     279, 2024-02-01 08:00:00, Bus         ,        73, 51.131249, 71.43295 , Normal             , Low
     280, 2024-02-01 08:00:00, Truck       ,        79, 51.129317, 71.434259, Normal             , Low
     281, 2024-02-01 08:00:00, Car         ,        82, 51.131216, 71.43299 , Normal             , Low
     282, 2024-02-01 08:00:00, Bus         ,        61, 51.131005, 71.432059, Normal             , Low
     283, 2024-02-01 08:00:00, Motorcycle  ,        68, 51.130906, 71.430925, Normal             , Low
     284, 2024-02-01 08:00:00, Motorcycle  ,        73, 51.130699, 71.434616, Normal             , Low
     285, 2024-02-01 08:00:00, Bus         ,        62, 51.129386, 71.433678, Normal             , Low
     286, 2024-02-01 08:00:00, Bus         ,         3, 51.129795, 71.432852, Accident           , High
     287, 2024-02-01 08:00:00, Truck       ,         0, 51.13039 , 71.430777, Accident           , High
     288, 2024-02-01 08:00:00, Car         ,        83, 51.129382, 71.432533, Normal             , Low
     289, 2024-02-01 08:00:00, Truck       ,        54, 51.13148 , 71.433864, Normal             , Low
     290, 2024-02-01 08:00:00, Motorcycle  ,        62, 51.128858, 71.431148, Normal             , Low
     291, 2024-02-01 08:00:00, Bus         ,         1, 51.129681, 71.433874, Accident           , High
     292, 2024-02-01 08:00:00, Car         ,        71, 51.128741, 71.433965, Normal             , Low
     293, 2024-02-01 08:00:00, Car         ,         5, 51.130803, 71.431103, Accident           , High
     294, 2024-02-01 08:00:00, Car         ,        61, 51.129642, 71.432702, Normal             , Low
     295, 2024-02-01 08:00:00, Car         ,        54, 51.1315  , 71.432701, Normal             , Low
     296, 2024-02-01 08:00:00, Bus         ,        58, 51.130624, 71.431619, Normal             , Low
